,OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION,location,latlons,lat,lon
630,1963,RE MCKENZIE 1,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0,GALT+CA,"[-121.2999485, 38.2546373]",38.2546373,-121.2999485
631,1969,"WAGNER WIND, LLC",RIVERSIDE,6.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,12/21/12,PALM SPRINGS,CA,92240,,,WKN WAGNER LLC,262.74,PALM SPRINGS+CA,"[-116.5452921, 33.8302961]",33.8302961,-116.5452921
632,1975,ADELANTO SOLAR POWER PROJECT,SAN BERNARDINO,10.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,1/31/12,ADELANTO,CA,92301,,,,915.01,ADELANTO+CA,"[-117.409215, 34.5827699]",34.5827699,-117.409215
633,1977,LAPC- CARPORT SHADE STRUCTURES,LOS ANGELES,1.76,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,8/19/10,WOODLAND HILLS,CA,91371,,,LOS ANGELES COMMUNITY COLLEGE DISTRICT,1244.194,WOODLAND HILLS+CA,"[-118.6089752, 34.165357]",34.165357,-118.6089752
634,1978,RE MOHICAN,ALAMEDA,1.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,9/30/10,LIVERMORE,CA,94551,,,RECURRENT ENERGY LLC,1166.8,LIVERMORE+CA,"[-121.7680088, 37.6818745]",37.6818745,-121.7680088
635,1979,INDUSTRY METROLINK PV 1,LOS ANGELES,1.5,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,5/1/12,CITY OF INDUSTRY,CA,91789,,,CITY OF INDUSTRY,1169.5,CITY OF INDUSTRY+CA,"[-117.9586754, 34.0197335]",34.0197335,-117.9586754
636,1980,RE NORTH FACE,TULARE,1.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,4/30/09,VISALIA,CA,93291,,,RECURRENT ENERGY LLC,0.0,VISALIA+CA,"[-119.2920585, 36.3302284]",36.3302284,-119.2920585
637,1982,WEST GATES SOLAR STATION,FRESNO,10.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,HURON,CA,93234,,,PACIFIC GAS & ELECTRIC,0.0,HURON+CA,"[-120.1029177, 36.2027308]",36.2027308,-120.1029177
638,1983,GATES SOLAR STATION,FRESNO,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,HURON,CA,93234,,,PACIFIC GAS & ELECTRIC,0.0,HURON+CA,"[-120.1029177, 36.2027308]",36.2027308,-120.1029177
639,1984,GUERNSEY SOLAR STATION,FRESNO,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,HANFORD,CA,93230,,,PACIFIC GAS & ELECTRIC,0.0,HANFORD+CA,"[-119.6456844, 36.3274502]",36.3274502,-119.6456844
640,1985,NORTH SKY RIVER,KERN,162.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.43,12/6/12,WELDON,CA,93283,,,,0.0,WELDON+CA,"[-118.2903579, 35.6657864]",35.6657864,-118.2903579
641,1986,ALTA WIND VII,KERN,168.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/1/13,MOJAVE,CA,93501,,,,0.0,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
642,1987,ALTA WIND IX,KERN,132.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/1/13,MOJAVE,CA,93501,,,,0.0,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
643,1990,SPVP027 RIALTO,SAN BERNARDINO,2.62,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,11/27/12,RIALTO,CA,92407,,,SOUTHERN CALIFORNIA EDISON,0.0,RIALTO+CA,"[-117.3703235, 34.1064001]",34.1064001,-117.3703235
644,2002,WINDSTAR I,KERN,120.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,1/27/12,TEHACHAPI,CA,93561,,,,0.0,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
645,2003,ALPINE SOLAR,LOS ANGELES,66.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,1/13/13,LANCASTER,CA,92008,,,"NRG SOLAR ALPINE, ILC",0.0,LANCASTER+CA,"[-118.1541632, 34.6867846]",34.6867846,-118.1541632
646,2004,ANTELOPE SOLAR GREENWORKS,LOS ANGELES,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,3/25/13,LANCASTER,CA,93536,,,"NRG SOLAR ALPINE, ILC",0.0,LANCASTER+CA,"[-118.1541632, 34.6867846]",34.6867846,-118.1541632
647,2005,NRG SOLAR BORREGO I,SAN DIEGO,26.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,2/13/13,BORREGO SPRINGS,CA,92004,,,"NRG SOLAR ALPINE, ILC",0.0,BORREGO SPRINGS+CA,"[-116.375012, 33.2558717]",33.2558717,-116.375012
648,2006,CALIFORNIA VALLEY SOLAR RANCH,SAN LUIS OBISPO,126.5,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,9/15/12,SANTA MARGARITA,CA,93453,,,"NRG SOLAR ALPINE, ILC",0.0,SANTA MARGARITA+CA,"[-120.6092971, 35.3899526]",35.3899526,-120.6092971
649,2007,ANTELOPE VALLEY SOLAR RANCH 1,LOS ANGELES,230.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,4/1/13,LANCASTER,CA,93536,,,"NRG SOLAR ALPINE, ILC",0.0,LANCASTER+CA,"[-118.1541632, 34.6867846]",34.6867846,-118.1541632
650,2008,HUDSON RANCH POWER I LIE,IMPERIAL,55.0,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,,3/1/12,CALIPATRIA,CA,92233,,,SVP PERMITTING & COMPLIANCE ENERGYSOURCE LLC,0.0,CALIPATRIA+CA,"[-115.5141538, 33.1255957]",33.1255957,-115.5141538
651,2010,AMERESCO CHIQUITA ENERGY,LOS ANGELES,9.2,WTE,LANDFILL GAS,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,,11/23/10,CASTAIC,CA,91384,,,,0.0,CASTAIC+CA,"[-118.6256552, 34.4890363]",34.4890363,-118.6256552
652,2014,SHILOH III,SOLANO,118.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,9/15/11,RIO VISTA,CA,94571,,,EDF RENEWABLE ENERGY,0.0,RIO VISTA+CA,"[-121.6913439, 38.1557502]",38.1557502,-121.6913439
653,2015,SHILOH IV,SOLANO,100.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,12/21/12,BIRDS LANDING,CA,94512,,,EDF RENEWABLE ENERGY,0.0,BIRDS LANDING+CA,"[-121.8708558, 38.1328618]",38.1328618,-121.8708558
654,2016,TOPAZ SOLAR FARM,SAN LUIS OBISPO,550.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,9/1/13,SANTA MARGARITA,CA,93453,,,,0.0,SANTA MARGARITA+CA,"[-120.6092971, 35.3899526]",35.3899526,-120.6092971
655,2017,ALPAUGH NORTH,TULARE,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,3/8/13,ALPAUGH,CA,93201,,,,0.0,ALPAUGH+CA,"[-119.4873422, 35.8877316]",35.8877316,-119.4873422
656,2018,ALPAUGH 50,TULARE,50.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,2/20/13,ALPAUGH,CA,93201,,,,0.0,ALPAUGH+CA,"[-119.4873422, 35.8877316]",35.8877316,-119.4873422
657,2019,CED WHITE RIVER SOLAR,TULARE,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,6/21/13,ALPAUGH,CA,93201,,,,0.0,ALPAUGH+CA,"[-119.4873422, 35.8877316]",35.8877316,-119.4873422
658,2020,CORCORAN,KINGS,19.75,SOLAR,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,,8/13/13,CORCORAN,CA,93212,,,,0.0,CORCORAN+CA,"[-119.5604015, 36.098007]",36.098007,-119.5604015
659,2022,DIABLO WIND ENERGY CENTER,ALAMEDA,18.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,.66,12/20/04,ALAMEDA,CA,94512,,,"DIABLO WINDS, LLC",745.0,ALAMEDA+CA,"[-122.2416355, 37.7652065]",37.7652065,-122.2416355
660,2024,NORTH PALM SPRINGS 1A,RIVERSIDE,2.8,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,4/2/12,NORTH PALM SPRINGS,CA,92258,,,"SOLAR POWER, INC.",0.0,NORTH PALM SPRINGS+CA,"[-116.5430685, 33.9227924]",33.9227924,-116.5430685
661,2025,NORTH PALM SPRINGS 4A,RIVERSIDE,4.9,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/2/12,NORTH PALM SPRINGS,CA,92258,,,"SOLAR POWER, INC.",0.0,NORTH PALM SPRINGS+CA,"[-116.5430685, 33.9227924]",33.9227924,-116.5430685
662,2026,ANTELOPE VALLEY SOLAR PROJECT I,KERN,318.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/1/13,ROSAMOND,CA,93560,,,,0.0,ROSAMOND+CA,"[-118.1634075, 34.8641446]",34.8641446,-118.1634075
663,2027,ANTELOPE VALLEY SOLAR PROJECT II,KERN,279.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/1/13,ROSAMOND,CA,93560,,,,0.0,ROSAMOND+CA,"[-118.1634075, 34.8641446]",34.8641446,-118.1634075
664,2029,SAN JOSE/SANTA CLARA REGIONAL WASTEWATER FACILITY - COGEN,SANTA CLARA,14.4,OIL/GAS,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,,SAN JOSE,CA,95134,,,,0.0,SAN JOSE+CA,"[-121.8949555, 37.3393857]",37.3393857,-121.8949555
665,2031,IMPERIAL SOLAR ENERGY CENTER SOUTH,IMPERIAL,130.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/1/13,CALEXICO,CA,92231,,,,0.0,CALEXICO+CA,"[-115.4988834, 32.6789476]",32.6789476,-115.4988834
666,2032,DESERT SUN 250,RIVERSIDE,250.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,12/25/13,DESERT CENTER,CA,92239,,,,0.0,DESERT CENTER+CA,"[-115.4004287, 33.7133313]",33.7133313,-115.4004287
667,2033,DESERT SUN 300,RIVERSIDE,300.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/15/13,DESERT CENTER,CA,92239,,,,0.0,DESERT CENTER+CA,"[-115.4004287, 33.7133313]",33.7133313,-115.4004287
668,2034,CAMPO VERDE SOLAR PROJECT,IMPERIAL,139.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/25/13,EL CENTRO,CA,92249,,,,0.0,EL CENTRO+CA,"[-115.5630514, 32.792]",32.792,-115.5630514
669,2035,GENESIS SOLAR ENERGY PROJECT,RIVERSIDE,125.0,SOLAR,SOLAR,SOLAR,PARABOLIC TROUGH,OPERATIONAL,"1=125, 2=125",11/30/13,BLYTHE,CA,92226,,,,0.0,BLYTHE+CA,"[-114.5882607, 33.6177725]",33.6177725,-114.5882607
670,2036,KANSAS SOUTH,KINGS,20.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,6/25/13,LEMOORE,CA,93245,,,,0.0,LEMOORE+CA,"[-119.7829107, 36.3007835]",36.3007835,-119.7829107
671,2037,CSUSB FUEL CELL,SAN BERNARDINO,1.4,OIL/GAS,OIL/GAS,NATURAL GAS,"FUEL CELL, DIRECT",OPERATIONAL,,7/13/13,SAN BERNARDINO,CA,92407,,,,0.0,SAN BERNARDINO+CA,"[-117.2897652, 34.1083449]",34.1083449,-117.2897652
672,2038,RADIANCE SOLAR 4,LOS ANGELES,1.5,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/1/13,LANCASTER,CA,93536,,,,0.0,LANCASTER+CA,"[-118.1541632, 34.6867846]",34.6867846,-118.1541632
673,2039,RADIANCE SOLAR 5,LOS ANGELES,1.5,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/1/13,LANCASTER,CA,93536,,,,0.0,LANCASTER+CA,"[-118.1541632, 34.6867846]",34.6867846,-118.1541632
674,2040,DELANO ENERGY CENTER,TULARE,49.9,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,49.9,1/16/13,DELANO,CA,93215,,,,0.0,DELANO+CA,"[-119.2470536, 35.7688425]",35.7688425,-119.2470536
675,2042,ALITE WIND FARM,KERN,24.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/1/08,MOJAVE,CA,93501,,,ALLCO/OAK CREEK ENERGY,0.0,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
676,2046,BUENA VISTA WIND,CONTRA COSTA,75.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.075,12/1/06,BYRON,CA,94514,,,BABCOCK & BROWN LIMITED,0.0,BYRON+CA,"[-121.6380069, 37.8671476]",37.8671476,-121.6380069
677,2047,BUENA VISTA REPOWER WIND,CONTRA COSTA,38.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1,1/1/06,BYRON,CA,94514,,,BABCOCK & BROWN LIMITED,0.0,BYRON+CA,"[-121.6380069, 37.8671476]",37.8671476,-121.6380069
678,2048,CALWIND II CEC,KERN,8.58,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,1/1/03,TEHACHAPI,CA,93561,,,CALWIND RESOURCES,0.0,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
679,2049,HELZEL & SCHWARZHOFF 86,KERN,2.4,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.9,1/1/86,TEHACHAPI,CA,93561,,,"HELZEL & SCHWARZHOFF, L.P.",0.0,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
680,2051,HELZEL & SCHWARZHOFF 88,KERN,1.8,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.09,1/1/86,TEHACHAPI,CA,93561,,,"HELZEL & SCHWARZHOFF, L.P.",0.0,TEHACHAPI+CA,"[-118.4489739, 35.1321877]",35.1321877,-118.4489739
681,2052,MOUNTAIN VIEW IV,RIVERSIDE,48.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1,12/1/11,PALM SPRINGS,CA,92262,,,AES CORPORATION,0.0,PALM SPRINGS+CA,"[-116.5452921, 33.8302961]",33.8302961,-116.5452921
682,2054,PINE TREE II,KERN,10.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,1/1/09,CALIENTE,CA,93518,,,,0.0,CALIENTE+CA,"[-118.6278688, 35.291071]",35.291071,-118.6278688
683,2055,"SMUD - SOLANO, PHASE 1A",SOLANO,15.0,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,9/6/06,RIO VISTA,CA,94512,,,,0.0,RIO VISTA+CA,"[-121.6913439, 38.1557502]",38.1557502,-121.6913439
684,2056,USMC LOGISTICS BASE,SAN BERNARDINO,1.5,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.15,3/27/09,BARSTOW,CA,92311,,,NAVAL FACILITIES ENGINEERING COMMAND (NAVFAC),0.0,BARSTOW+CA,"[-117.0172826, 34.8957957]",34.8957957,-117.0172826
685,2057,VICTORVILLE PRISON,SAN BERNARDINO,0.75,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.75,12/9/05,VICTORVILLE,CA,92394,,,NORESC,0.0,VICTORVILLE+CA,"[-117.2911565, 34.5361067]",34.5361067,-117.2911565
686,2060,AMERESCO FORWARD LANDFILL,SAN JOAQUIN,4.3,WTE,MSW,MSW,LANDFILL METHANE,OPERATIONAL,,11/1/13,MANTECA,CA,,,,,0.0,MANTECA+CA,"[-121.2160526, 37.7974273]",37.7974273,-121.2160526
687,2061,AMERESCO SAN JOAQUIN FOOTHILL LANDFILL,SAN JOAQUIN,3.5,WTE,MSW,MSW,LANDFILL METHANE,OPERATIONAL,,11/1/13,LINDEN,CA,,,,,0.0,LINDEN+CA,"[-121.0838313, 38.0213118]",38.0213118,-121.0838313
689,2070,MOORPARK WASTEWATER TREATMENT PLANT,VENTURA,1.1,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,,MOORPARK,CA,,,,REC SOLAR,0.0,MOORPARK+CA,"[-118.8820414, 34.285558]",34.285558,-118.8820414
690,2071,SYSCO LOS ANGELES DISTRIBUTION CENTER,LOS ANGELES,1.1,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,WALNUT,CA,,,,,0.0,WALNUT+CA,"[-117.8653386, 34.0202894]",34.0202894,-117.8653386
691,2072,COLD CANYON LANDFILL,SAN LUIS OBISPO,1.5,WTE,MSW,MSW,LANDFILL GAS,OPERATIONAL,,,SAN LUIS OBISPO,CA,93401,,,,0.0,SAN LUIS OBISPO+CA,"[-120.6596156, 35.2827524]",35.2827524,-120.6596156
692,2073,CBS TELEVISION CITY SOLAR,LOS ANGELES,1.5,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/31/13,LOS ANGELES,CA,,,,,0.0,LOS ANGELES+CA,"[-118.2436849, 34.0522342]",34.0522342,-118.2436849
693,2074,YUBA COUNTY GOVERMENT CENTER,YUBA,1.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/31/13,MARYSVILLE,CA,,,,,0.0,MARYSVILLE+CA,"[-121.5913547, 39.1457253]",39.1457253,-121.5913547
694,2075,SOL ORCHARD RAMONA,SAN DIEGO,7.5,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,12/31/13,RAMONA,CA,,,,,0.0,RAMONA+CA,"[-116.8792553, 33.04136039999999]",33.04136039999999,-116.8792553
695,2076,JOHNSON CANYON LANDFILL,MONTEREY,1.4,WTE,MSW,MSW,LANDFILL GAS,OPERATIONAL,,9/6/13,GONZALES,CA,,,,,0.0,GONZALES+CA,"[-121.4443806, 36.5066295]",36.5066295,-121.4443806
697,2078,DILLARD SOLAR 2,SACRAMENTO,3.0,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV2=3,12/26/11,SLOUGHHOUSE,CA,95653,,,,0.0,SLOUGHHOUSE+CA,"[-121.193836, 38.4957417]",38.4957417,-121.193836
698,2080,DILLARD SOLAR 3,SACRAMENTO,3.0,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV3=3,12/26/11,SLOUGHHOUSE,CA,95653,,,,0.0,SLOUGHHOUSE+CA,"[-121.193836, 38.4957417]",38.4957417,-121.193836
699,2081,DILLARD SOLAR 4,SACRAMENTO,3.0,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV4=3,12/26/11,SLOUGHHOUSE,CA,95653,,,,0.0,SLOUGHHOUSE+CA,"[-121.193836, 38.4957417]",38.4957417,-121.193836
700,2082,RE RIO GRANDE,KERN,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/18/13,MOJAVE,CA,93501,,,RECURRENT ENERGY LLC,0.0,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
701,2083,RE VICTOR PHELAN SOLAR ONE,SAN BERNARDINO,17.5,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/1/13,ADELANTO,CA,92301,,,RECURRENT ENERGY LLC,0.0,ADELANTO+CA,"[-117.409215, 34.5827699]",34.5827699,-117.409215
702,2084,RE MCKENZIE 2,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0,GALT+CA,"[-121.2999485, 38.2546373]",38.2546373,-121.2999485
703,2085,RE MCKENZIE 3,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0,GALT+CA,"[-121.2999485, 38.2546373]",38.2546373,-121.2999485
704,2086,RE MCKENZIE 4,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0,GALT+CA,"[-121.2999485, 38.2546373]",38.2546373,-121.2999485
705,2087,RE MCKENZIE 5,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0,GALT+CA,"[-121.2999485, 38.2546373]",38.2546373,-121.2999485
706,2088,RE MCKENZIE 6,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0,GALT+CA,"[-121.2999485, 38.2546373]",38.2546373,-121.2999485
707,2089,KAMMERER 2,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/31/12,ELD GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0,ELD GROVE+CA,"[-121.3716178, 38.4087993]",38.4087993,-121.3716178
708,2090,KAMMERER 3,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/31/12,ELD GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0,ELD GROVE+CA,"[-121.3716178, 38.4087993]",38.4087993,-121.3716178
709,2091,RE BRUCEVILLE 2,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/13/12,ELK GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0,ELK GROVE+CA,"[-121.3716178, 38.4087993]",38.4087993,-121.3716178
710,2092,RE BRUCEVILLE 3,SACRAMENTO,5.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/13/12,ELK GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0,ELK GROVE+CA,"[-121.3716178, 38.4087993]",38.4087993,-121.3716178
711,2093,WINTEC ENERGY #2-A,RIVERSIDE,1.32,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,12/28/03,NORTH PALM SPRINGS,CA,92258,,,,0.0,NORTH PALM SPRINGS+CA,"[-116.5430685, 33.9227924]",33.9227924,-116.5430685
712,2094,RE ROSAMOND 2,SAN FRANCISCO,21.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,12/23/13,ROSAMOND,CA,93560,,,RECURRENT ENERGY LLC,0.0,ROSAMOND+CA,"[-118.1634075, 34.8641446]",34.8641446,-118.1634075
713,2095,RE ROSAMOND 1,SAN FRANCISCO,26.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,12/23/13,ROSAMOND,CA,93560,,,RECURRENT ENERGY LLC,0.0,ROSAMOND+CA,"[-118.1634075, 34.8641446]",34.8641446,-118.1634075
714,2096,CASCADE,SAN BERNARDINO,24.0,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,3/19/14,JOSHUA TREE,CA,92252,,,,0.0,JOSHUA TREE+CA,"[-115.9009923, 33.873415]",33.873415,-115.9009923
715,2098,HIGHLANDER 2,SAN BERNARDINO,8.91,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,8.91,6/1/12,TWENTYNINE PALMS,CA,92277,,,DUKE ENERGY RENEWABLES,0.0,TWENTYNINE PALMS+CA,"[-116.0541689, 34.1355582]",34.1355582,-116.0541689
716,2099,CENTINELA SOLAR ENERGY,IMPERIAL,174.0,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,10/1/13,CALEXICO,CA,92231,,,,0.0,CALEXICO+CA,"[-115.4988834, 32.6789476]",32.6789476,-115.4988834
717,2102,IVANPAH II,SAN BERNARDINO,126.0,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,126,12/30/13,NIPTION,CA,92364,,,,0.0,NIPTION+CA,"[-115.2722098, 35.4666532]",35.4666532,-115.2722098
718,2103,IVANPAH III,SAN BERNARDINO,133.0,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,133,12/30/13,NIPTION,CA,92364,,,,0.0,NIPTION+CA,"[-115.2722098, 35.4666532]",35.4666532,-115.2722098
719,2105,RE COLUMBIA 3,KERN,10.0,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,1/13/14,MOJAVE,CA,93501,,,,0.0,MOJAVE+CA,"[-118.1739645, 35.0524699]",35.0524699,-118.1739645
720,54,HUMBOLDT BAY GEN STATION,HUMBOLDT,163.0,OIL/GAS,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,,9/29/10,EUREKA,CA,95503,,,,1.8252456999999997,EUREKA+CA,"[-124.1636729, 40.8020712]",40.8020712,-124.1636729
721,197,YUBA CITY ENERGY CENTER,SUTTER,48.1,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,7/1/02,YUBA CITY,CA,95993,,,,17.4084988,YUBA CITY+CA,"[-121.6169108, 39.1404477]",39.1404477,-121.6169108
722,326,"CALPEAK POWER VACA DIXON, LLC",SOLANO,49.95,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,6/21/02,VACAVILLE,CA,95688-,,,,26.1863861,VACAVILLE+CA,"[-121.9877444, 38.3565773]",38.3565773,-121.9877444
