State,County,Entity ID,Entity,Facility ID,Plant Name,Generator ID,Unit Code,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Prime Mover,Primary Energy Source,Secondary Energy Source,Initial Month of Operation,Initial Year of Operation
MD,Montgomery,12653,GenOn Mid-Atlantic LLC,1572,Dickerson,2,,OP,196,179,179,22,ST,BIT,DFO,4,1960
MD,Montgomery,12653,GenOn Mid-Atlantic LLC,1572,Dickerson,3,,OP,196,179,179,22,ST,BIT,DFO,3,1962
MD,Montgomery,12653,GenOn Mid-Atlantic LLC,1572,Dickerson,ST1,,OP,196,179,179,22,ST,BIT,DFO,6,1959
MD,Charles,12653,GenOn Mid-Atlantic LLC,1573,Morgantown Generating Plant,ST1,,OP,626,610,610,22,ST,BIT,DFO,6,1970
MD,Charles,12653,GenOn Mid-Atlantic LLC,1573,Morgantown Generating Plant,ST2,,OP,626,619,619,22,ST,BIT,DFO,6,1971
ND,Oliver,12658,"Minnkota Power Coop, Inc",2823,Milton R Young,1,,OP,257,250,250,22,ST,LIG,DFO,10,1970
ND,Oliver,12658,"Minnkota Power Coop, Inc",2823,Milton R Young,2,,OP,477,447,455,22,ST,LIG,DFO,4,1977
MS,Harrison,12686,Mississippi Power Co,2049,Jack Watson,4,,OP,299.2,232,232,22,ST,BIT,NG,6,1968
MS,Harrison,12686,Mississippi Power Co,2049,Jack Watson,5,,OP,578,474,474,22,ST,BIT,NG,5,1973
MS,Jackson,12686,Mississippi Power Co,6073,Victor J Daniel Jr,1,,OP,548.3,510,510,22,ST,BIT,SUB,9,1977
MS,Jackson,12686,Mississippi Power Co,6073,Victor J Daniel Jr,2,,OP,548.3,510,510,22,ST,BIT,SUB,6,1981
WV,Preston,12796,Monongahela Power Co,3942,FirstEnergy Albright,1,,OP,69,73,76,22,ST,BIT,WDS,12,1952
WV,Preston,12796,Monongahela Power Co,3942,FirstEnergy Albright,2,,OP,69,73,76,22,ST,BIT,WDS,10,1952
WV,Preston,12796,Monongahela Power Co,3942,FirstEnergy Albright,3,,OP,140.2,137,140,22,ST,BIT,WDS,10,1954
WV,Monongalia,12796,Monongahela Power Co,3943,FirstEnergy Fort Martin Power Station,1,,OP,576,552,552,22,ST,BIT,SUB,10,1967
WV,Monongalia,12796,Monongahela Power Co,3943,FirstEnergy Fort Martin Power Station,2,,OP,576,555,555,22,ST,BIT,SUB,12,1968
WV,MARION,12796,Monongahela Power Co,3945,FirstEnergy Rivesville,5,,OP,35,37,39,22,ST,BIT,,6,1943
WV,MARION,12796,Monongahela Power Co,3945,FirstEnergy Rivesville,6,,OP,74.7,88,91,22,ST,BIT,,9,1951
WV,Pleasants,12796,Monongahela Power Co,3946,FirstEnergy Willow Island,1,,OP,50,54,55,22,ST,BIT,,2,1949
WV,Pleasants,12796,Monongahela Power Co,3946,FirstEnergy Willow Island,2,,OP,163.2,181,186,22,ST,BIT,TDF,10,1960
MI,HILLSDALE,12807,Michigan South Central Pwr Agy,4259,Endicott Station,1,,OP,55,50,55,22,ST,BIT,TDF,12,1982
WV,Monongalia,12949,Morgantown Energy Associates,10743,Morgantown Energy Facility,GEN1,,OP,68.9,50,50,22,ST,WC,BIT,11,1991
OH,Wayne,12986,Morton Salt Inc,54335,Morton Salt Rittman,GEN1,,OP,1.5,1.5,1.5,325,ST,BIT,NG,10,1978
CA,Kern,13060,Mt Poso Cogeneration Co,54626,Mt Poso Cogeneration,TG01,,OP,62,52,52.3,22,ST,BIT,PC,5,1989
IA,Muscatine,13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,7,,OP,25,22.7,22.7,22,ST,SUB,NG,4,1958
IA,Muscatine,13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,8,,OP,75,36.2,25.1,22,ST,SUB,NG,1,1969
IA,Muscatine,13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,8A,,OP,18,16.5,18.8,22,ST,SUB,NG,7,2000
IA,Muscatine,13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,9,,OP,175.5,164.3,164.3,22,ST,SUB,,4,1983
NY,Erie,13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,67,,OP,218,218,218,22,ST,SUB,BIT,10,1957
NY,Erie,13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,S68,,OP,218,218,218,22,ST,SUB,BIT,11,1958
NE,Lancaster,13337,Nebraska Public Power District,2277,Sheldon,1,,OP,108.8,105,105,22,ST,SUB,,1,1961
NE,Lancaster,13337,Nebraska Public Power District,2277,Sheldon,2,,OP,119.9,120,120,22,ST,SUB,,1,1965
NE,Lincoln,13337,Nebraska Public Power District,6077,Gerald Gentleman,1,,OP,681.3,665,665,22,ST,SUB,,4,1979
NE,Lincoln,13337,Nebraska Public Power District,6077,Gerald Gentleman,2,,OP,681.3,700,700,22,ST,SUB,,1,1982
NV,Clark,13407,Nevada Power Co,2324,Reid Gardner,1,,OP,114,100,100,22,ST,BIT,,6,1965
NV,Clark,13407,Nevada Power Co,2324,Reid Gardner,2,,OP,114,100,100,22,ST,BIT,,6,1968
NV,Clark,13407,Nevada Power Co,2324,Reid Gardner,3,,OP,114,98,98,22,ST,BIT,,5,1976
NV,Clark,13407,Nevada Power Co,2324,Reid Gardner,4,,OP,294.8,255,255,22,ST,BIT,SUB,7,1983
NY,Chautauqua,13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,1,,OP,96,75,75,22,ST,SUB,BIT,11,1950
NY,Chautauqua,13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,2,,OP,96,75,75,22,ST,SUB,BIT,12,1950
NY,Chautauqua,13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,3,,OP,217.6,185,185,22,ST,SUB,BIT,9,1959
NY,Chautauqua,13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,ST4,,OP,217.6,185,185,22,ST,SUB,BIT,8,1960
PA,Blair,13657,Norfork Southern Corp,10302,Juniata Locomotive Shop,GEN1,,OP,2,0.4,0.5,482,ST,BIT,,8,1955
PA,Blair,13657,Norfork Southern Corp,10302,Juniata Locomotive Shop,GEN2,,OP,2,0.3,0.7,482,ST,BIT,,8,1955
NC,Bladen,13695,"North Carolina Power Holdings, LLC",10380,Elizabethtown Power LLC,GEN1,,OS,34.7,32,32,22,ST,BIT,TDF,12,1985
NC,Robeson,13695,"North Carolina Power Holdings, LLC",10382,Lumberton,GEN1,,OS,34.7,32,32,22,ST,BIT,TDF,12,1985
IN,Porter,13756,Northern Indiana Pub Serv Co,995,Bailly,7,,OP,190.4,160,160,22,ST,BIT,NG,11,1962
IN,Porter,13756,Northern Indiana Pub Serv Co,995,Bailly,8,,OP,413.1,320,320,22,ST,BIT,NG,7,1968
IN,La Porte,13756,Northern Indiana Pub Serv Co,997,Michigan City,12,,OP,540,469,469,22,ST,SUB,BIT,5,1974
IN,Jasper,13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,14,,OP,540,431,431,22,ST,SUB,BIT,12,1976
IN,Jasper,13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,15,,OP,556.4,472,472,22,ST,SUB,NG,10,1979
IN,Jasper,13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,17,,OP,423.5,361,361,22,ST,BIT,NG,4,1983
IN,Jasper,13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,18,,OP,423.5,361,361,22,ST,BIT,NG,2,1986
MN,Dakota,13781,Northern States Power Co - Minnesota,1904,Black Dog,3,,OP,113.6,79,79,22,ST,SUB,NG,7,1955
MN,Dakota,13781,Northern States Power Co - Minnesota,1904,Black Dog,4,,OP,179.5,153,153,22,ST,SUB,NG,9,1960
MN,Washington,13781,Northern States Power Co - Minnesota,1915,Allen S King,1,,OP,598.4,511,511,22,ST,SUB,,3,1958
WI,Ashland,13781,Northern States Power Co - Minnesota,3982,Bay Front,6,,OP,27.2,23,23,22,ST,SUB,NG,1,1957
MN,Sherburne,13781,Northern States Power Co - Minnesota,6090,Sherburne County,1,,OP,765.3,680,680,22,ST,SUB,DFO,4,1976
MN,Sherburne,13781,Northern States Power Co - Minnesota,6090,Sherburne County,2,,OP,765.3,682,682,22,ST,SUB,DFO,3,1977
MN,Sherburne,13781,Northern States Power Co - Minnesota,6090,Sherburne County,3,,OP,900,860,860,22,ST,SUB,DFO,10,1987
PA,Schuylkill,13833,Northeastern Power Co,50039,Kline Township Cogen Facility,GEN1,,OP,59,52,52,22,ST,WC,DFO,7,1989
OH,Coshocton,14006,Ohio Power Co,2840,Conesville,3,,OP,161.5,165,165,22,ST,BIT,NG,10,1962
OH,Coshocton,14006,Ohio Power Co,2840,Conesville,4,,OP,841.5,780,780,22,ST,BIT,,6,1973
OH,Coshocton,14006,Ohio Power Co,2840,Conesville,5,,OP,443.9,375,375,22,ST,BIT,,11,1976
OH,Coshocton,14006,Ohio Power Co,2840,Conesville,6,,OP,443.9,375,375,22,ST,BIT,,6,1978
OH,Pickaway,14006,Ohio Power Co,2843,Picway,5,,OP,106.2,95,100,22,ST,BIT,,11,1955
OH,Washington,14006,Ohio Power Co,2872,Muskingum River,1,,OP,219.6,190,205,22,ST,BIT,DFO,12,1953
OH,Washington,14006,Ohio Power Co,2872,Muskingum River,2,,OP,219.6,190,205,22,ST,BIT,DFO,6,1954
OH,Washington,14006,Ohio Power Co,2872,Muskingum River,3,,OP,237.5,205,215,22,ST,BIT,DFO,12,1957
OH,Washington,14006,Ohio Power Co,2872,Muskingum River,4,,OP,237.5,205,215,22,ST,BIT,DFO,5,1958
OH,Washington,14006,Ohio Power Co,2872,Muskingum River,5,,OP,615.2,585,585,22,ST,BIT,DFO,10,1968
WV,Marshall,14006,Ohio Power Co,3947,Kammer,1,,OP,237.5,200,210,22,ST,BIT,,7,1958
WV,Marshall,14006,Ohio Power Co,3947,Kammer,2,,OP,237.5,200,210,22,ST,BIT,,11,1958
WV,Marshall,14006,Ohio Power Co,3947,Kammer,3,,OP,237.5,200,210,22,ST,BIT,,3,1959
WV,Marshall,14006,Ohio Power Co,3948,Mitchell,1,,OP,816.3,770,770,22,ST,BIT,,5,1971
WV,Marshall,14006,Ohio Power Co,3948,Mitchell,2,,OP,816.3,790,790,22,ST,BIT,,5,1971
OH,Gallia,14006,Ohio Power Co,8102,General James M Gavin,1,,OP,1300,1300,1300,22,ST,BIT,,10,1974
OH,Gallia,14006,Ohio Power Co,8102,General James M Gavin,2,,OP,1300,1300,1300,22,ST,BIT,,7,1975
OH,Gallia,14015,Ohio Valley Electric Corp,2876,Kyger Creek,1,,OP,217.3,200,204.7,22,ST,BIT,SUB,2,1955
OH,Gallia,14015,Ohio Valley Electric Corp,2876,Kyger Creek,2,,OP,217.3,198.2,204,22,ST,BIT,SUB,6,1955
OH,Gallia,14015,Ohio Valley Electric Corp,2876,Kyger Creek,3,,OP,217.3,192.2,198,22,ST,BIT,SUB,9,1955
OH,Gallia,14015,Ohio Valley Electric Corp,2876,Kyger Creek,4,,OP,217.3,192.2,198,22,ST,BIT,SUB,11,1955
OH,Gallia,14015,Ohio Valley Electric Corp,2876,Kyger Creek,5,,OP,217.3,192.2,198,22,ST,BIT,SUB,12,1955
OK,Muskogee,14063,Oklahoma Gas & Electric Co,2952,Muskogee,4,,OP,572,504,504,22,ST,SUB,,12,1977
OK,Muskogee,14063,Oklahoma Gas & Electric Co,2952,Muskogee,5,,OP,572,500,500,22,ST,SUB,,10,1978
OK,Muskogee,14063,Oklahoma Gas & Electric Co,2952,Muskogee,6,,OP,572,506,506,22,ST,SUB,,6,1984
OK,Noble,14063,Oklahoma Gas & Electric Co,6095,Sooner,1,,OP,569,515,515,22,ST,SUB,DFO,11,1979
OK,Noble,14063,Oklahoma Gas & Electric Co,6095,Sooner,2,,OP,569,523,523,22,ST,SUB,DFO,12,1980
NE,Douglas,14127,Omaha Public Power District,2291,North Omaha,1,,OP,73.5,79.3,55.8,22,ST,SUB,NG,7,1954
NE,Douglas,14127,Omaha Public Power District,2291,North Omaha,2,,OP,108.8,107.7,95.1,22,ST,SUB,NG,4,1957
NE,Douglas,14127,Omaha Public Power District,2291,North Omaha,3,,OP,108.8,108.4,95.1,22,ST,SUB,NG,4,1959
NE,Douglas,14127,Omaha Public Power District,2291,North Omaha,4,,OP,136,138.4,115,22,ST,SUB,NG,3,1963
NE,Douglas,14127,Omaha Public Power District,2291,North Omaha,5,,OP,217.6,204.4,173.4,22,ST,SUB,NG,5,1968
NE,Otoe,14127,Omaha Public Power District,6096,Nebraska City,1,,OP,651.6,651.5,651.5,22,ST,SUB,,4,1979
NE,Otoe,14127,Omaha Public Power District,6096,Nebraska City,2,,OP,738,684.6,684.6,22,ST,SUB,DFO,5,2009
OH,Lorain,14165,GenOn Power Midwest LP,2836,Avon Lake,7,,OP,86,96,96,22,ST,BIT,DFO,1,1949
OH,Lorain,14165,GenOn Power Midwest LP,2836,Avon Lake,9,,OP,680,640,640,22,ST,BIT,DFO,1,1970
OH,Trumbull,14165,GenOn Power Midwest LP,2861,Niles,1,,OP,132.8,108,108,22,ST,BIT,,1,1954
OH,Trumbull,14165,GenOn Power Midwest LP,2861,Niles,2,,OP,132.8,108,108,22,ST,BIT,,1,1954
PA,Washington,14165,GenOn Power Midwest LP,3098,Elrama Power Plant,1,,OP,100,93,93,22,ST,BIT,,4,1952
PA,Washington,14165,GenOn Power Midwest LP,3098,Elrama Power Plant,2,,OP,100,93,93,22,ST,BIT,,1,1953
PA,Washington,14165,GenOn Power Midwest LP,3098,Elrama Power Plant,3,,OP,125,103,103,22,ST,BIT,,9,1954
PA,Washington,14165,GenOn Power Midwest LP,3098,Elrama Power Plant,4,,OP,185,171,171,22,ST,BIT,,10,1960
PA,Lawrence,14165,GenOn Power Midwest LP,3138,New Castle Plant,3,,OP,98,93,98,22,ST,BIT,,9,1952
PA,Lawrence,14165,GenOn Power Midwest LP,3138,New Castle Plant,4,,OP,114,95,98,22,ST,BIT,,8,1958
PA,Lawrence,14165,GenOn Power Midwest LP,3138,New Castle Plant,5,,OP,136,132,137,22,ST,BIT,,6,1964
PA,Allegheny,14165,GenOn Power Midwest LP,8226,Cheswick Power Plant,1,,OP,637,580,580,22,ST,BIT,SUB,6,1970
OH,Wayne,14194,City of Orrville - (OH),2935,Orrville,10,,OP,25,23,23,22,ST,BIT,NG,1,1971
OH,Wayne,14194,City of Orrville - (OH),2935,Orrville,11,,OP,25,23,23,22,ST,BIT,NG,1,1971
OH,Wayne,14194,City of Orrville - (OH),2935,Orrville,7,,OS,5,5,5,22,ST,BIT,,1,1949
OH,Wayne,14194,City of Orrville - (OH),2935,Orrville,8,,OS,7.5,7.5,7.5,22,ST,BIT,,1,1955
OH,Wayne,14194,City of Orrville - (OH),2935,Orrville,9,,OP,22,20,20,22,ST,BIT,,1,1961
MN,Otter Tail,14232,Otter Tail Power Co,1943,Hoot Lake,2,,OP,54.4,58,58,22,ST,SUB,,10,1959
MN,Otter Tail,14232,Otter Tail Power Co,1943,Hoot Lake,3,,OP,75,80,80,22,ST,SUB,,5,1964
SD,Grant,14232,Otter Tail Power Co,6098,Big Stone,1,,OP,456,475,475,22,ST,SUB,TDF,5,1975
ND,Mercer,14232,Otter Tail Power Co,8222,Coyote,1,,OP,450,427,427,22,ST,LIG,,5,1981
KY,Daviess,14268,City of Owensboro - (KY),1374,Elmer Smith,1,,OP,163.2,137.7,139,22,ST,BIT,TDF,4,1964
KY,Daviess,14268,City of Owensboro - (KY),1374,Elmer Smith,2,,OP,282.1,261.9,263.9,22,ST,BIT,,3,1974
PA,York,14310,P H Glatfelter Co,50397,P H Glatfelter,GEN1,,OP,6,5,5,322122,ST,BIT,RFO,7,1948
PA,York,14310,P H Glatfelter Co,50397,P H Glatfelter,GEN2,,SB,5.9,4,3.9,322122,ST,BIT,RFO,4,1975
PA,York,14310,P H Glatfelter Co,50397,P H Glatfelter,GEN3,,OP,5.1,4,4.3,322122,ST,BIT,RFO,5,1948
PA,York,14310,P H Glatfelter Co,50397,P H Glatfelter,GEN4,,OP,7.5,8.7,8,322122,ST,BIT,BLQ,8,1962
PA,York,14310,P H Glatfelter Co,50397,P H Glatfelter,GEN5,,OP,45.9,36.1,33.1,322122,ST,BIT,WDS,5,1989
UT,Carbon,14354,PacifiCorp,3644,Carbon,1,,OP,75,67,67,22,ST,BIT,DFO,11,1954
UT,Carbon,14354,PacifiCorp,3644,Carbon,2,,OP,113.6,105,105,22,ST,BIT,DFO,9,1957
WY,Converse,14354,PacifiCorp,4158,Dave Johnston,1,,OP,113.6,106,106,22,ST,SUB,DFO,2,1959
WY,Converse,14354,PacifiCorp,4158,Dave Johnston,2,,OP,113.6,106,106,22,ST,SUB,DFO,1,1961
WY,Converse,14354,PacifiCorp,4158,Dave Johnston,3,,OP,229.5,220,220,22,ST,SUB,DFO,12,1964
WY,Converse,14354,PacifiCorp,4158,Dave Johnston,4,,OP,360,330,330,22,ST,SUB,DFO,7,1972
WY,Lincoln,14354,PacifiCorp,4162,Naughton,1,,OP,163.2,160,160,22,ST,SUB,NG,5,1963
WY,Lincoln,14354,PacifiCorp,4162,Naughton,2,,OP,217.6,210,210,22,ST,SUB,NG,10,1968
WY,Lincoln,14354,PacifiCorp,4162,Naughton,3,,OP,326.4,330,330,22,ST,SUB,NG,10,1971
WY,Campbell,14354,PacifiCorp,6101,Wyodak,1,,OP,362,335,335,22,ST,SUB,DFO,9,1978
UT,Emery,14354,PacifiCorp,6165,Hunter,1,,OP,488.3,446,446,22,ST,BIT,DFO,6,1978
UT,Emery,14354,PacifiCorp,6165,Hunter,2,,OP,488.3,430,430,22,ST,BIT,DFO,6,1980
UT,Emery,14354,PacifiCorp,6165,Hunter,3,,OP,495.6,460,460,22,ST,BIT,DFO,6,1983
WY,Sweetwater,14354,PacifiCorp,8066,Jim Bridger,1,,OP,577.9,531,531,22,ST,SUB,DFO,11,1974
WY,Sweetwater,14354,PacifiCorp,8066,Jim Bridger,2,,OP,577.9,527,527,22,ST,SUB,DFO,12,1975
WY,Sweetwater,14354,PacifiCorp,8066,Jim Bridger,3,,OP,577.9,530,530,22,ST,SUB,DFO,9,1976
WY,Sweetwater,14354,PacifiCorp,8066,Jim Bridger,4,,OP,584,530,530,22,ST,SUB,DFO,11,1979
UT,Emery,14354,PacifiCorp,8069,Huntington,1,,OP,498,461,461,22,ST,BIT,DFO,6,1977
UT,Emery,14354,PacifiCorp,8069,Huntington,2,,OP,498,450,450,22,ST,BIT,DFO,7,1974
WI,Lincoln,14369,Packaging Corp of America,50476,Packaging of America Tomahawk Mill,GEN1,,OP,6.3,5.4,5.8,322122,ST,BIT,WDS,6,1948
WI,Lincoln,14369,Packaging Corp of America,50476,Packaging of America Tomahawk Mill,GEN2,,OP,9.4,8.2,8.9,322122,ST,BIT,WDS,8,1978
OH,Lake,14381,City of Painesville,2936,Painesville,3,,SB,7.5,7,7,22,ST,BIT,NG,1,1953
OH,Lake,14381,City of Painesville,2936,Painesville,5,,OP,16.5,15.5,15.5,22,ST,BIT,NG,1,1965
OH,Lake,14381,City of Painesville,2936,Painesville,7,,OP,22,17.5,17.5,22,ST,BIT,NG,2,1990
OH,Lake,14381,City of Painesville,2936,Painesville,ST2,,SB,7.5,7,7,22,ST,BIT,NG,1,1949
PA,Carbon,14432,Panther Creek Partners,50776,Panther Creek Energy Facility,GEN1,,OP,94,83,83,22,ST,WC,,7,1992
VA,Chesterfield,14465,Park 500 Philip Morris USA,50275,Park 500 Philip Morris USA,TG2,,SB,6.1,2,5.5,312,ST,BIT,DFO,4,1984
VA,Chesterfield,14465,Park 500 Philip Morris USA,50275,Park 500 Philip Morris USA,TG3,,OP,13,10.5,11.5,312,ST,BIT,DFO,9,1983
FL,Orange,14610,Orlando Utilities Comm,564,Stanton Energy Center,1,,OP,464.5,440,443,22,ST,BIT,,7,1987
FL,Orange,14610,Orlando Utilities Comm,564,Stanton Energy Center,2,,OP,464.5,446,446,22,ST,BIT,,6,1996
IA,Marion,14645,City of Pella - (IA),1175,Pella,5,,OP,11.5,11,11,22,ST,SUB,NG,5,1964
IA,Marion,14645,City of Pella - (IA),1175,Pella,6,,OP,26.5,22.4,22.4,22,ST,SUB,NG,7,1972
VA,Chesapeake,14795,Perdue Agribusiness,10515,Oilseed Plant,GEN1,,OS,1.7,1.6,1.6,311,ST,BIT,,5,1985
IN,Miami,14839,City of Peru - (IN),1037,Peru,2,,OP,22,20,20,22,ST,BIT,DFO,2,1959
IN,Miami,14839,City of Peru - (IN),1037,Peru,3,,OP,12.5,12,12,22,ST,BIT,DFO,6,1949
NJ,Gloucester,14932,US Operating Services Company,10043,Logan Generating Company LP,GEN1,,OP,242.3,219,219,22,ST,BIT,DFO,9,1994
NJ,Salem,14932,US Operating Services Company,10566,Chambers Cogeneration LP,GEN1,,OP,285,262,262,22,ST,BIT,DFO,3,1994
PA,Northampton,14932,US Operating Services Company,50888,Northampton Generating Company LP,GEN1,,OP,114.1,112,112,22,ST,WC,TDF,8,1995
PA,Venango,14932,US Operating Services Company,50974,Scrubgrass Generating Company LP,GEN1,,OP,94.7,83.1,84.1,22,ST,WC,SUB,6,1993
FL,Martin,14932,US Operating Services Company,50976,Indiantown Cogeneration LP,GEN1,,OP,395.4,330,330,22,ST,BIT,NG,12,1995
CO,Larimer,15143,Platte River Power Authority,6761,Rawhide,1,,OP,293.6,278,280,22,ST,SUB,,4,1984
NJ,Hudson,15147,PSEG Fossil LLC,2403,PSEG Hudson Generating Station,2,,OP,659.7,613.1,602.1,22,ST,BIT,NG,12,1968
NJ,Mercer,15147,PSEG Fossil LLC,2408,PSEG Mercer Generating Station,1,,OP,326.4,317.6,316.9,22,ST,BIT,NG,12,1960
NJ,Mercer,15147,PSEG Fossil LLC,2408,PSEG Mercer Generating Station,2,,OP,326.4,321.2,316.8,22,ST,BIT,NG,6,1961
OR,Morrow,15248,Portland General Electric Co,6106,Boardman,1,,OP,601,585,585,22,ST,SUB,,8,1980
MT,Yellowstone,15298,PPL Montana LLC,2187,J E Corette Plant,1,,OP,172.8,153,153,22,ST,SUB,NG,6,1968
MT,Rosebud,15298,PPL Montana LLC,6076,Colstrip,1,,OP,358,307,307,22,ST,SUB,PG,11,1975
MT,Rosebud,15298,PPL Montana LLC,6076,Colstrip,2,,OP,358,307,307,22,ST,SUB,PG,8,1976
MT,Rosebud,15298,PPL Montana LLC,6076,Colstrip,3,,OP,778,740,740,22,ST,SUB,DFO,1,1984
MT,Rosebud,15298,PPL Montana LLC,6076,Colstrip,4,,OP,778,740,740,22,ST,SUB,DFO,4,1986
OH,Hamilton,15400,Procter & Gamble Co,50456,Procter & Gamble Cincinnati Plant,GEN1,,OP,12.5,11.7,11.8,339,ST,BIT,NG,11,1965
CT,Fairfield,15452,PSEG Power Connecticut LLC,568,Bridgeport Station,3,,OP,400,383.4,387.5,22,ST,SUB,RFO,8,1968
CO,Denver,15466,Public Service Co of Colorado,465,Arapahoe,3,,OP,40,44,44,22,ST,SUB,NG,6,1951
CO,Denver,15466,Public Service Co of Colorado,465,Arapahoe,4,,OP,112.5,109,109,22,ST,SUB,NG,6,1955
CO,Adams,15466,Public Service Co of Colorado,469,Cherokee,1,,OP,125,107,107,22,ST,BIT,NG,6,1957
CO,Adams,15466,Public Service Co of Colorado,469,Cherokee,3,,OP,170.5,152,152,22,ST,BIT,NG,6,1962
CO,Adams,15466,Public Service Co of Colorado,469,Cherokee,4,,OP,380.8,352,352,22,ST,BIT,NG,6,1968
CO,Pueblo,15466,Public Service Co of Colorado,470,Comanche,1,,OP,382.5,325,325,22,ST,SUB,,6,1973
CO,Pueblo,15466,Public Service Co of Colorado,470,Comanche,2,,OP,396,335,335,22,ST,SUB,,6,1975
CO,Pueblo,15466,Public Service Co of Colorado,470,Comanche,3,,OP,856.8,766,783,22,ST,SUB,,7,2010
CO,Boulder,15466,Public Service Co of Colorado,477,Valmont,5,,OP,191.7,184,184,22,ST,BIT,NG,5,1964
CO,Routt,15466,Public Service Co of Colorado,525,Hayden,1,,OP,163.2,184,184,22,ST,BIT,,7,1965
CO,Routt,15466,Public Service Co of Colorado,525,Hayden,2,,OP,275.4,262,262,22,ST,BIT,,9,1976
CO,Morgan,15466,Public Service Co of Colorado,6248,Pawnee,1,,OP,552.3,505,505,22,ST,SUB,,11,1981
IN,Vermillion,15470,Duke Energy Indiana Inc,1001,Cayuga,1,,OP,531,500,505,22,ST,BIT,,10,1970
IN,Vermillion,15470,Duke Energy Indiana Inc,1001,Cayuga,2,,OP,531,495,500,22,ST,BIT,,6,1972
IN,Floyd,15470,Duke Energy Indiana Inc,1008,R Gallagher,1,,OP,150,140,140,22,ST,BIT,,6,1959
IN,Floyd,15470,Duke Energy Indiana Inc,1008,R Gallagher,2,,OP,150,140,140,22,ST,BIT,,12,1958
IN,Floyd,15470,Duke Energy Indiana Inc,1008,R Gallagher,3,,OP,150,140,140,22,ST,BIT,,4,1960
IN,Floyd,15470,Duke Energy Indiana Inc,1008,R Gallagher,4,,OP,150,140,140,22,ST,BIT,,3,1961
IN,Vigo,15470,Duke Energy Indiana Inc,1010,Wabash River,2,,OP,112.5,85,85,22,ST,BIT,,8,1953
IN,Vigo,15470,Duke Energy Indiana Inc,1010,Wabash River,3,,OP,123.2,85,85,22,ST,BIT,,9,1954
IN,Vigo,15470,Duke Energy Indiana Inc,1010,Wabash River,4,,OP,112.5,85,85,22,ST,BIT,,1,1955
IN,Vigo,15470,Duke Energy Indiana Inc,1010,Wabash River,5,,OP,125,95,95,22,ST,BIT,,5,1956
IN,Vigo,15470,Duke Energy Indiana Inc,1010,Wabash River,6,,OP,387,318,318,22,ST,BIT,,8,1968
IN,Gibson,15470,Duke Energy Indiana Inc,6113,Gibson,1,,OP,667.9,630,635,22,ST,BIT,,5,1976
IN,Gibson,15470,Duke Energy Indiana Inc,6113,Gibson,2,,OP,667.9,630,635,22,ST,BIT,,4,1975
IN,Gibson,15470,Duke Energy Indiana Inc,6113,Gibson,3,,OP,667.9,630,635,22,ST,BIT,,3,1978
IN,Gibson,15470,Duke Energy Indiana Inc,6113,Gibson,4,,OP,667.9,622,627,22,ST,BIT,,3,1979
IN,Gibson,15470,Duke Energy Indiana Inc,6113,Gibson,5,,OP,667.9,620,625,22,ST,BIT,,10,1982
NH,Merrimack,15472,Public Service Co of NH,2364,Merrimack,1,,OP,113.6,112.5,114,22,ST,BIT,,12,1960
NH,Merrimack,15472,Public Service Co of NH,2364,Merrimack,2,,OP,345.6,338.4,343,22,ST,BIT,,5,1968
NH,Rockingham,15472,Public Service Co of NH,2367,Schiller,4,,OP,50,47.5,48,22,ST,BIT,RFO,10,1952
NH,Rockingham,15472,Public Service Co of NH,2367,Schiller,6,,OP,50,47.9,48.6,22,ST,BIT,RFO,7,1957
NM,San Juan,15473,Public Service Co of NM,2451,San Juan,1,,OP,369,321.7,321.7,22,ST,SUB,DFO,12,1976
NM,San Juan,15473,Public Service Co of NM,2451,San Juan,2,,OP,369,319.8,319.8,22,ST,SUB,DFO,11,1973
NM,San Juan,15473,Public Service Co of NM,2451,San Juan,3,,OP,555,495.4,495.4,22,ST,SUB,DFO,12,1979
NM,San Juan,15473,Public Service Co of NM,2451,San Juan,4,,OP,555,506.1,506.1,22,ST,SUB,DFO,4,1982
TX,Wilbarger,15474,Public Service Co of Oklahoma,127,Oklaunion,1,,OP,720,670,670,22,ST,SUB,,12,1986
OK,Rogers,15474,Public Service Co of Oklahoma,2963,Northeastern,3,,OP,473,460,460,22,ST,SUB,NG,12,1979
OK,Rogers,15474,Public Service Co of Oklahoma,2963,Northeastern,4,,OP,473,460,460,22,ST,SUB,NG,9,1980
IN,Tippecanoe,15526,Purdue University,50240,Purdue University,GEN1,,OP,30.8,30.8,30.8,611,ST,BIT,NG,7,1995
